# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "12" "-p" "-O" "-Q" "5" "-t" "exon" "-g" "ID" "-a" "PlasmoDB-61_PfalciparumHB3.gff" "-o" "pipeline_output/counts/combined_counts.txt" "pipeline_output/bam/combined.bam" 
Geneid	Chr	Start	End	Strand	Length	pipeline_output/bam/combined.bam
exon_PfHB3_050032600-t41_1-E2	PfHB3_05	1160638	1160693	-	56	11
exon_PfHB3_050032600-t41_1-E1	PfHB3_05	1161007	1161084	-	78	10
exon_PfHB3_100038200-t41_1-E5	PfHB3_10	1307282	1307430	-	149	67
exon_PfHB3_100038200-t41_1-E4	PfHB3_10	1307648	1307776	-	129	48
exon_PfHB3_100038200-t41_1-E3	PfHB3_10	1307872	1308039	-	168	24
exon_PfHB3_100038200-t41_1-E2	PfHB3_10	1308160	1308239	-	80	25
exon_PfHB3_100038200-t41_1-E1	PfHB3_10	1308333	1308382	-	50	16
exon_PfHB3_110036100-t41_1-E2	PfHB3_11	1186870	1187900	-	1031	544
exon_PfHB3_110036100-t41_1-E1	PfHB3_11	1188055	1188184	-	130	69
exon_PfHB3_010005700-t41_1-E2	PfHB3_01	21608	22453	-	846	0
exon_PfHB3_010005700-t41_1-E1	PfHB3_01	22556	22624	-	69	0
exon_PfHB3_130030200-t41_1-E1	PfHB3_13	1013899	1017921	-	4023	257
exon_PfHB3_080012800-t41_1-E1	PfHB3_08	375581	375800	+	220	128
exon_PfHB3_080012800-t41_1-E2	PfHB3_08	376072	376779	+	708	381
exon_PfHB3_080012800-t41_1-E3	PfHB3_08	376942	377135	+	194	130
exon_PfHB3_010013100-t41_1-E2	PfHB3_01	317366	318197	-	832	11
exon_PfHB3_010013100-t41_1-E1	PfHB3_01	318532	318668	-	137	2
exon_PfHB3_120013200-t41_1-E1	PfHB3_12	353160	353375	+	216	2
exon_PfHB3_120013200-t41_1-E2	PfHB3_12	353499	353666	+	168	2
exon_PfHB3_110015100-t41_1-E1	PfHB3_11	372499	373051	+	553	7
exon_PfHB3_110015100-t41_1-E2	PfHB3_11	373264	373325	+	62	3
exon_PfHB3_110015100-t41_1-E3	PfHB3_11	373645	373740	+	96	0
exon_PfHB3_130064800-t41_1-E1	PfHB3_13	2346149	2347171	-	1023	11
exon_PfHB3_060007400-t41_1-E1	PfHB3_06	85086	86795	-	1710	131
exon_PfHB3_070031800-t41_1-E1	PfHB3_07	1165486	1165528	+	43	0
exon_PfHB3_070031800-t41_1-E2	PfHB3_07	1165729	1165799	+	71	12
exon_PfHB3_070031800-t41_1-E3	PfHB3_07	1165923	1165991	+	69	37
exon_PfHB3_070031800-t41_1-E4	PfHB3_07	1166084	1166204	+	121	67
exon_PfHB3_070031800-t41_1-E5	PfHB3_07	1166324	1166373	+	50	59
exon_PfHB3_130008200-t41_1-E1	PfHB3_13	144892	145545	-	654	50
exon_PfHB3_100037200-t41_1-E1	PfHB3_10	1268873	1274095	-	5223	226
exon_PfHB3_100030100-t41_1-E1	PfHB3_10	1041859	1042062	+	204	18
exon_PfHB3_110013800-t41_1-E5	PfHB3_11	340413	340558	-	146	29
exon_PfHB3_110013800-t41_1-E4	PfHB3_11	340652	340733	-	82	20
exon_PfHB3_110013800-t41_1-E3	PfHB3_11	340807	340927	-	121	21
exon_PfHB3_110013800-t41_1-E2	PfHB3_11	341065	341164	-	100	32
exon_PfHB3_110013800-t41_1-E1	PfHB3_11	341278	341365	-	88	28
exon_PfHB3_100038500-t41_1-E1	PfHB3_10	1316323	1316967	+	645	6
exon_PfHB3_130057100-t41_1-E1	PfHB3_13	2054471	2055211	-	741	3
exon_PfHB3_130040400-t41_1-E1	PfHB3_13	1419461	1420798	-	1338	29
exon_PfHB3_110018500-t41_1-E1	PfHB3_11	498812	500290	-	1479	694
exon_PfHB3_030012100-t41_1-E1	PfHB3_03	297158	298171	-	1014	34
exon_PfHB3_050013900-t41_1-E1	PfHB3_05	378412	387759	+	9348	1761
exon_PfHB3_130074900-t41_1-E1	PfHB3_13	2756295	2758787	+	2493	9
exon_PfHB3_130073500-t41_1-E1	PfHB3_13	2714858	2716129	+	1272	460
exon_PfHB3_120036700-t41_1-E2	PfHB3_12	1317018	1317107	-	90	0
exon_PfHB3_120036700-t41_1-E1	PfHB3_12	1317305	1318885	-	1581	14
exon_PfHB3_030011400-t41_1-E1	PfHB3_03	257414	257522	+	109	11
exon_PfHB3_030011400-t41_1-E2	PfHB3_03	257622	257665	+	44	11
exon_PfHB3_030011400-t41_1-E3	PfHB3_03	257789	259870	+	2082	72
exon_PfHB3_140013500-t41_1-E1	PfHB3_14	306122	312211	-	6090	298
exon_PfHB3_130068600-t41_1-E1	PfHB3_13	2523088	2524539	-	1452	282
exon_PfHB3_140060100-t41_1-E1	PfHB3_14	2267498	2269813	+	2316	687
exon_PfHB3_130062200-t41_1-E1	PfHB3_13	2235797	2239672	-	3876	696
exon_PfHB3_140071000-t41_1-E2	PfHB3_14	2680070	2680286	-	217	506
exon_PfHB3_140071000-t41_1-E1	PfHB3_14	2680445	2680500	-	56	235
exon_PfHB3_090023100-t41_1-E1	PfHB3_09	735347	737325	+	1979	0
exon_PfHB3_090023100-t41_1-E2	PfHB3_09	737578	738154	+	577	0
exon_PfHB3_090023100-t41_1-E3	PfHB3_09	738237	738335	+	99	0
exon_PfHB3_090023100-t41_1-E4	PfHB3_09	738496	740556	+	2061	10
exon_PfHB3_090023100-t41_1-E5	PfHB3_09	740861	741313	+	453	3
exon_PfHB3_010005500-t41_1-E2	PfHB3_01	15707	16678	-	972	8
exon_PfHB3_010005500-t41_1-E1	PfHB3_01	16910	16963	-	54	0
exon_PfHB3_050008000-t41_1-E1	PfHB3_05	133780	134193	+	414	54
exon_PfHB3_070032200-t41_1-E1	PfHB3_07	1182420	1183607	+	1188	484
exon_PfHB3_140050500-t41_1-E2	PfHB3_14	1877700	1878806	-	1107	4136
exon_PfHB3_140050500-t41_1-E1	PfHB3_14	1879277	1879279	-	3	156
exon_PfHB3_130011700-t41_1-E1	PfHB3_13	302087	304402	+	2316	11
exon_PfHB3_050026300-t41_1-E4	PfHB3_05	882179	882235	-	57	68
exon_PfHB3_050026300-t41_1-E3	PfHB3_05	882365	882427	-	63	104
exon_PfHB3_050026300-t41_1-E2	PfHB3_05	882650	883248	-	599	192
exon_PfHB3_050026300-t41_1-E1	PfHB3_05	883409	886571	-	3163	354
exon_PfHB3_060023700-t41_1-E1	PfHB3_06	770008	774189	-	4182	221
exon_PfHB3_070027200-t41_1-E2	PfHB3_07	943790	945555	-	1766	2324
exon_PfHB3_070027200-t41_1-E1	PfHB3_07	945712	946957	-	1246	994
exon_PfHB3_120010000-t41_1-E1	PfHB3_12	207783	207883	+	101	10
exon_PfHB3_120010000-t41_1-E2	PfHB3_12	207985	208062	+	78	13
exon_PfHB3_120010000-t41_1-E3	PfHB3_12	208195	208248	+	54	5
exon_PfHB3_120010000-t41_1-E4	PfHB3_12	208403	208467	+	65	11
exon_PfHB3_120010000-t41_1-E5	PfHB3_12	208561	208625	+	65	10
exon_PfHB3_100019300-t41_1-E1	PfHB3_10	551834	558679	-	6846	704
exon_PfHB3_020014100-t41_1-E7	PfHB3_02	365157	365190	-	34	19
exon_PfHB3_020014100-t41_1-E6	PfHB3_02	365461	365529	-	69	24
exon_PfHB3_020014100-t41_1-E5	PfHB3_02	365662	365879	-	218	40
exon_PfHB3_020014100-t41_1-E4	PfHB3_02	365985	366053	-	69	21
exon_PfHB3_020014100-t41_1-E3	PfHB3_02	366144	366335	-	192	20
exon_PfHB3_020014100-t41_1-E2	PfHB3_02	366461	367123	-	663	35
exon_PfHB3_020014100-t41_1-E1	PfHB3_02	367223	367330	-	108	8
exon_PfHB3_080021000-t41_1-E1	PfHB3_08	740074	740635	+	562	34
exon_PfHB3_080021000-t41_1-E2	PfHB3_08	740852	741171	+	320	17
exon_PfHB3_080021000-t41_1-E3	PfHB3_08	741312	741690	+	379	31
exon_PfHB3_080021000-t41_1-E4	PfHB3_08	741840	741978	+	139	27
exon_PfHB3_080021000-t41_1-E5	PfHB3_08	742094	742172	+	79	29
exon_PfHB3_020023600-t41_1-E1	PfHB3_02	746875	748155	+	1281	29
exon_PfHB3_050012600-t41_1-E1	PfHB3_05	324107	326062	+	1956	87
exon_PfHB3_140009900-t41_1-E1	PfHB3_14	179461	179885	+	425	3
exon_PfHB3_140009900-t41_1-E2	PfHB3_14	180070	180142	+	73	4
exon_PfHB3_110019400-t41_1-E1	PfHB3_11	532794	532871	+	78	76
exon_PfHB3_110019400-t41_1-E2	PfHB3_11	532996	533048	+	53	93
exon_PfHB3_110019400-t41_1-E3	PfHB3_11	533166	533274	+	109	192
exon_PfHB3_110019400-t41_1-E4	PfHB3_11	533484	533605	+	122	207
exon_PfHB3_110019400-t41_1-E5	PfHB3_11	533973	534013	+	41	114
exon_PfHB3_110019400-t41_1-E6	PfHB3_11	534177	534277	+	101	132
exon_PfHB3_080006400-t41_1-E1	PfHB3_08	75165	76037	-	873	11
exon_PfHB3_120058600-t41_1-E1	PfHB3_12	2205529	2205600	+	72	0
exon_PfHB3_120058600-t41_1-E2	PfHB3_12	2205751	2206611	+	861	0
exon_PfHB3_140031900-t41_1-E1	PfHB3_14	1055734	1056939	-	1206	947
exon_PfHB3_140075700-t41_1-E1	PfHB3_14	2903157	2910325	+	7169	108
exon_PfHB3_140075700-t41_1-E2	PfHB3_14	2910455	2910677	+	223	114
exon_PfHB3_060016300-t41_1-E3	PfHB3_06	462951	463057	-	107	6
exon_PfHB3_060016300-t41_1-E2	PfHB3_06	463279	463336	-	58	1
exon_PfHB3_060016300-t41_1-E1	PfHB3_06	463448	463537	-	90	0
exon_PfHB3_130046100-t41_1-E1	PfHB3_13	1626671	1626889	-	219	4
exon_PfHB3_110028400-t41_1-E7	PfHB3_11	904107	904232	-	126	20
exon_PfHB3_110028400-t41_1-E6	PfHB3_11	904340	904411	-	72	22
exon_PfHB3_110028400-t41_1-E5	PfHB3_11	904498	904549	-	52	14
exon_PfHB3_110028400-t41_1-E4	PfHB3_11	904722	904822	-	101	19
exon_PfHB3_110028400-t41_1-E3	PfHB3_11	904950	905046	-	97	24
exon_PfHB3_110028400-t41_1-E2	PfHB3_11	905205	905273	-	69	10
exon_PfHB3_110028400-t41_1-E1	PfHB3_11	905412	905767	-	356	15
exon_PfHB3_140045700-t41_1-E1	PfHB3_14	1656785	1656896	+	112	235
exon_PfHB3_140045700-t41_1-E2	PfHB3_14	1657197	1657831	+	635	1204
exon_PfHB3_000018300:tRNA-t41_1-E1	PfHB3_API	34155	34228	+	74	0
exon_PfHB3_140029900-t41_1-E3	PfHB3_14	1007938	1007967	-	30	683
exon_PfHB3_140029900-t41_1-E2	PfHB3_14	1008351	1009132	-	782	3384
exon_PfHB3_140029900-t41_1-E1	PfHB3_14	1009522	1009594	-	73	420
exon_PfHB3_120020600-t41_1-E3	PfHB3_12	627159	627218	-	60	0
exon_PfHB3_120020600-t41_1-E2	PfHB3_12	627524	627622	-	99	1
exon_PfHB3_120020600-t41_1-E1	PfHB3_12	627768	627818	-	51	0
exon_PfHB3_110015300-t41_1-E1	PfHB3_11	376857	384287	+	7431	833
exon_PfHB3_100040400-t41_1-E1	PfHB3_10	1386138	1388435	+	2298	136
exon_PfHB3_120007400-t41_1-E2	PfHB3_12	100697	101281	-	585	106
exon_PfHB3_120007400-t41_1-E1	PfHB3_12	101523	101561	-	39	17
exon_PfHB3_140070300-t41_1-E1	PfHB3_14	2658918	2660066	-	1149	203
exon_PfHB3_070019300-t41_1-E1	PfHB3_07	639128	642298	-	3171	788
exon_PfHB3_110023500-t41_1-E1	PfHB3_11	681364	681613	+	250	2
exon_PfHB3_110023500-t41_1-E2	PfHB3_11	681768	683107	+	1340	36
exon_PfHB3_010017400-t41_1-E1	PfHB3_01	466877	466987	+	111	56
exon_PfHB3_010017400-t41_1-E2	PfHB3_01	467217	467348	+	132	138
exon_PfHB3_010017400-t41_1-E3	PfHB3_01	467468	467867	+	400	317
exon_PfHB3_010017400-t41_1-E4	PfHB3_01	468053	468618	+	566	441
exon_PfHB3_120048300-t41_1-E1	PfHB3_12	1824019	1825350	+	1332	65
exon_PfHB3_130036800-t41_1-E5	PfHB3_13	1308888	1309025	-	138	157
exon_PfHB3_130036800-t41_1-E4	PfHB3_13	1309134	1309193	-	60	151
exon_PfHB3_130036800-t41_1-E3	PfHB3_13	1309317	1309370	-	54	123
exon_PfHB3_130036800-t41_1-E2	PfHB3_13	1309490	1309561	-	72	83
exon_PfHB3_130036800-t41_1-E1	PfHB3_13	1309840	1310370	-	531	187
exon_PfHB3_120057100-t41_1-E2	PfHB3_12	2133269	2133307	-	39	204
exon_PfHB3_120057100-t41_1-E1	PfHB3_12	2133437	2133655	-	219	319
exon_PfHB3_110020400-t41_1-E1	PfHB3_11	576477	576863	+	387	97
exon_PfHB3_130034700-t41_1-E3	PfHB3_13	1225020	1225454	-	435	151
exon_PfHB3_130034700-t41_1-E2	PfHB3_13	1225586	1225719	-	134	51
exon_PfHB3_130034700-t41_1-E1	PfHB3_13	1225841	1226270	-	430	200
exon_PfHB3_030014600-t41_1-E1	PfHB3_03	395847	396176	+	330	165
exon_PfHB3_010009100-t41_1-E1	PfHB3_01	166827	167258	+	432	8
exon_PfHB3_140028200-t41_1-E1	PfHB3_14	934789	939711	+	4923	539
exon_PfHB3_120028000-t41_1-E1	PfHB3_12	925730	927094	+	1365	196
exon_PfHB3_120044500-t41_1-E1	PfHB3_12	1651075	1668429	+	17355	118
exon_PfHB3_130010400-t41_1-E3	PfHB3_13	257376	257512	-	137	5
exon_PfHB3_130010400-t41_1-E2	PfHB3_13	257723	258964	-	1242	22
exon_PfHB3_130010400-t41_1-E1	PfHB3_13	259522	259549	-	28	0
exon_PfHB3_130051400-t41_1-E4	PfHB3_13	1838634	1838831	-	198	157
exon_PfHB3_130051400-t41_1-E3	PfHB3_13	1838934	1838967	-	34	117
exon_PfHB3_130051400-t41_1-E2	PfHB3_13	1839061	1839110	-	50	98
exon_PfHB3_130051400-t41_1-E1	PfHB3_13	1839223	1839414	-	192	93
exon_PfHB3_140047100-t41_1-E1	PfHB3_14	1725218	1726738	+	1521	195
exon_PfHB3_040014000-t41_1-E7	PfHB3_04	385427	386157	-	731	34
exon_PfHB3_040014000-t41_1-E6	PfHB3_04	386290	386461	-	172	6
exon_PfHB3_040014000-t41_1-E5	PfHB3_04	386592	386698	-	107	4
exon_PfHB3_040014000-t41_1-E4	PfHB3_04	386790	386883	-	94	4
exon_PfHB3_040014000-t41_1-E3	PfHB3_04	386999	387029	-	31	2
exon_PfHB3_040014000-t41_1-E2	PfHB3_04	387179	387244	-	66	0
exon_PfHB3_040014000-t41_1-E1	PfHB3_04	387330	387379	-	50	1
exon_PfHB3_000011300-t41_1-E1	PfHB3_00_38	21115	21183	+	69	0
exon_PfHB3_000011300-t41_1-E2	PfHB3_00_38	21336	22208	+	873	1
exon_PfHB3_040006600-t41_1-E1	PfHB3_04	90265	90894	+	630	0
exon_PfHB3_040006600-t41_1-E2	PfHB3_04	90896	91270	+	375	0
exon_PfHB3_040006600-t41_1-E3	PfHB3_04	91273	91653	+	381	0
exon_PfHB3_040006600-t41_1-E4	PfHB3_04	91655	92203	+	549	0
exon_PfHB3_040006600-t41_1-E5	PfHB3_04	92205	93251	+	1047	0
exon_PfHB3_040006600-t41_1-E6	PfHB3_04	93661	94962	+	1302	2
exon_PfHB3_140073000-t41_1-E1	PfHB3_14	2786766	2787650	-	885	77
exon_PfHB3_100043800-t41_1-E1	PfHB3_10	1554080	1554328	+	249	0
exon_PfHB3_120019600-t41_1-E1	PfHB3_12	605130	605352	+	223	3
exon_PfHB3_120019600-t41_1-E2	PfHB3_12	605484	605633	+	150	5
exon_PfHB3_120019600-t41_1-E3	PfHB3_12	605726	605754	+	29	2
exon_PfHB3_120019600-t41_1-E4	PfHB3_12	605903	605992	+	90	10
exon_PfHB3_120019600-t41_1-E5	PfHB3_12	606092	606129	+	38	7
exon_PfHB3_120019600-t41_1-E6	PfHB3_12	606329	606359	+	31	3
exon_PfHB3_040016300-t41_1-E1	PfHB3_04	466108	467106	-	999	16
exon_PfHB3_100006900-t41_1-E1	PfHB3_10	71702	71756	+	55	235
exon_PfHB3_100006900-t41_1-E2	PfHB3_10	72013	72130	+	118	487
exon_PfHB3_100006900-t41_1-E3	PfHB3_10	72243	72331	+	89	760
exon_PfHB3_100006900-t41_1-E4	PfHB3_10	72835	72912	+	78	1168
exon_PfHB3_100006900-t41_1-E5	PfHB3_10	73101	73182	+	82	1246
exon_PfHB3_100006900-t41_1-E6	PfHB3_10	73297	73590	+	294	2246
exon_PfHB3_100006900-t41_1-E7	PfHB3_10	73828	73852	+	25	558
exon_PfHB3_090028900-t41_1-E1	PfHB3_09	965735	966937	-	1203	26
exon_PfHB3_050018300-t41_1-E6	PfHB3_05	582586	582843	-	258	5
exon_PfHB3_050018300-t41_1-E5	PfHB3_05	583062	583337	-	276	6
exon_PfHB3_050018300-t41_1-E4	PfHB3_05	583467	583559	-	93	4
exon_PfHB3_050018300-t41_1-E3	PfHB3_05	583702	583800	-	99	4
exon_PfHB3_050018300-t41_1-E2	PfHB3_05	583940	584022	-	83	4
exon_PfHB3_050018300-t41_1-E1	PfHB3_05	584138	584189	-	52	3
exon_PfHB3_130067200-t41_1-E1	PfHB3_13	2468003	2471584	+	3582	2038
exon_PfHB3_030012600-t41_1-E1	PfHB3_03	309605	309793	+	189	26
exon_PfHB3_030012600-t41_1-E2	PfHB3_03	309940	310077	+	138	21
exon_PfHB3_140067100-t41_1-E4	PfHB3_14	2526797	2526844	-	48	5
exon_PfHB3_140067100-t41_1-E3	PfHB3_14	2526943	2527079	-	137	15
exon_PfHB3_140067100-t41_1-E2	PfHB3_14	2527255	2527873	-	619	55
exon_PfHB3_140067100-t41_1-E1	PfHB3_14	2527997	2528161	-	165	14
exon_PfHB3_070007100-t41_1-E1	PfHB3_07	94248	94790	+	543	41
exon_PfHB3_060035700-t41_1-E2	PfHB3_06	1265513	1266136	-	624	0
exon_PfHB3_060035700-t41_1-E1	PfHB3_06	1266211	1266279	-	69	0
exon_PfHB3_100042300-t41_1-E1	PfHB3_10	1465816	1465879	+	64	15
exon_PfHB3_100042300-t41_1-E2	PfHB3_10	1466177	1466289	+	113	25
exon_PfHB3_070009200-t41_1-E1	PfHB3_07	229171	233778	+	4608	14
exon_PfHB3_090011500-t41_1-E1	PfHB3_09	313355	315697	-	2343	16
exon_PfHB3_080029900-t41_1-E1	PfHB3_08	1074197	1075954	-	1758	48
exon_PfHB3_140044100:tRNA-t41_1-E1	PfHB3_14	1580239	1580316	+	78	1
exon_PfHB3_140056300-t41_1-E1	PfHB3_14	2109039	2110802	-	1764	58
exon_PfHB3_140022300-t41_1-E15	PfHB3_14	695542	695652	-	111	12
exon_PfHB3_140022300-t41_1-E14	PfHB3_14	695811	695933	-	123	9
exon_PfHB3_140022300-t41_1-E13	PfHB3_14	696055	696162	-	108	7
exon_PfHB3_140022300-t41_1-E12	PfHB3_14	696274	696444	-	171	19
exon_PfHB3_140022300-t41_1-E11	PfHB3_14	696640	696776	-	137	14
exon_PfHB3_140022300-t41_1-E10	PfHB3_14	696952	697007	-	56	10
exon_PfHB3_140022300-t41_1-E9	PfHB3_14	697256	697332	-	77	17
exon_PfHB3_140022300-t41_1-E8	PfHB3_14	697410	697521	-	112	17
exon_PfHB3_140022300-t41_1-E7	PfHB3_14	697622	697738	-	117	16
exon_PfHB3_140022300-t41_1-E6	PfHB3_14	697873	698009	-	137	5
exon_PfHB3_140022300-t41_1-E5	PfHB3_14	698095	698183	-	89	7
exon_PfHB3_140022300-t41_1-E4	PfHB3_14	698310	698563	-	254	6
exon_PfHB3_140022300-t41_1-E3	PfHB3_14	698780	699023	-	244	2
exon_PfHB3_140022300-t41_1-E2	PfHB3_14	699141	699254	-	114	3
exon_PfHB3_140022300-t41_1-E1	PfHB3_14	699449	699539	-	91	3
exon_PfHB3_120032100-t41_1-E1	PfHB3_12	1097628	1101122	+	3495	66
exon_PfHB3_110030200-t41_1-E1	PfHB3_11	969936	972677	+	2742	57
exon_PfHB3_120015700-t41_1-E1	PfHB3_12	463536	464852	+	1317	1
exon_PfHB3_100040000-t41_1-E1	PfHB3_10	1367453	1369552	+	2100	703
exon_PfHB3_130035800-t41_1-E1	PfHB3_13	1271926	1272153	+	228	24
exon_PfHB3_130035800-t41_1-E2	PfHB3_13	1272264	1272513	+	250	39
exon_PfHB3_130035800-t41_1-E3	PfHB3_13	1272752	1273817	+	1066	189
exon_PfHB3_130035800-t41_1-E4	PfHB3_13	1273970	1274148	+	179	30
exon_PfHB3_130035800-t41_1-E5	PfHB3_13	1274303	1274421	+	119	20
exon_PfHB3_130035800-t41_1-E6	PfHB3_13	1274586	1274647	+	62	8
exon_PfHB3_130035800-t41_1-E7	PfHB3_13	1274760	1274870	+	111	24
exon_PfHB3_130035800-t41_1-E8	PfHB3_13	1275026	1275092	+	67	10
exon_PfHB3_090035300-t41_1-E4	PfHB3_09	1198251	1198559	-	309	107
exon_PfHB3_090035300-t41_1-E3	PfHB3_09	1198839	1198900	-	62	55
exon_PfHB3_090035300-t41_1-E2	PfHB3_09	1199114	1200447	-	1334	282
exon_PfHB3_090035300-t41_1-E1	PfHB3_09	1200721	1200845	-	125	73
exon_PfHB3_070029400-t41_1-E1	PfHB3_07	1070059	1071706	+	1648	31
exon_PfHB3_070029400-t41_1-E2	PfHB3_07	1071892	1072304	+	413	9
exon_PfHB3_130021500-t41_1-E1	PfHB3_13	669308	670411	+	1104	5
exon_PfHB3_030017100-t41_1-E5	PfHB3_03	475544	475633	-	90	5
exon_PfHB3_030017100-t41_1-E4	PfHB3_03	475817	475937	-	121	10
exon_PfHB3_030017100-t41_1-E3	PfHB3_03	476079	476132	-	54	7
exon_PfHB3_030017100-t41_1-E2	PfHB3_03	476243	476313	-	71	9
exon_PfHB3_030017100-t41_1-E1	PfHB3_03	476451	476678	-	228	11
exon_PfHB3_070009600-t41_1-E1	PfHB3_07	254106	257507	-	3402	42
exon_PfHB3_030012000-t41_1-E2	PfHB3_03	293855	295459	-	1605	773
exon_PfHB3_030012000-t41_1-E1	PfHB3_03	295707	295721	-	15	24
exon_PfHB3_060032100-t41_1-E1	PfHB3_06	1069252	1069587	+	336	54
exon_PfHB3_060032100-t41_1-E2	PfHB3_06	1069860	1070225	+	366	84
exon_PfHB3_060032100-t41_1-E3	PfHB3_06	1070354	1070527	+	174	34
exon_PfHB3_080021800-t41_1-E10	PfHB3_08	764368	766652	-	2285	31
exon_PfHB3_080021800-t41_1-E9	PfHB3_08	766844	766868	-	25	0
exon_PfHB3_080021800-t41_1-E8	PfHB3_08	766992	767048	-	57	0
exon_PfHB3_080021800-t41_1-E7	PfHB3_08	767133	767179	-	47	0
exon_PfHB3_080021800-t41_1-E6	PfHB3_08	767369	767432	-	64	0
exon_PfHB3_080021800-t41_1-E5	PfHB3_08	767528	767559	-	32	0
exon_PfHB3_080021800-t41_1-E4	PfHB3_08	767661	767783	-	123	0
exon_PfHB3_080021800-t41_1-E3	PfHB3_08	767951	768170	-	220	0
exon_PfHB3_080021800-t41_1-E2	PfHB3_08	768285	768395	-	111	0
exon_PfHB3_080021800-t41_1-E1	PfHB3_08	768607	768633	-	27	0
exon_PfHB3_140060300-t41_1-E1	PfHB3_14	2272898	2273587	-	690	77
exon_PfHB3_140021200-t41_1-E1	PfHB3_14	649709	650722	+	1014	43
exon_PfHB3_070017500-t41_1-E1	PfHB3_07	588234	588349	+	116	26
exon_PfHB3_070017500-t41_1-E2	PfHB3_07	588491	588569	+	79	25
exon_PfHB3_070017500-t41_1-E3	PfHB3_07	588755	588871	+	117	29
exon_PfHB3_070017500-t41_1-E4	PfHB3_07	589011	589210	+	200	45
exon_PfHB3_070017500-t41_1-E5	PfHB3_07	589521	593184	+	3664	308
exon_PfHB3_110048500-t41_1-E4	PfHB3_11	1720659	1720685	-	27	13
exon_PfHB3_110048500-t41_1-E3	PfHB3_11	1720866	1720912	-	47	34
exon_PfHB3_110048500-t41_1-E2	PfHB3_11	1721060	1721196	-	137	74
exon_PfHB3_110048500-t41_1-E1	PfHB3_11	1721382	1723684	-	2303	422
exon_PfHB3_100034800-t41_1-E1	PfHB3_10	1197878	1199059	+	1182	200
exon_PfHB3_090008400-t41_1-E1	PfHB3_09	156704	156765	+	62	15
exon_PfHB3_090008400-t41_1-E2	PfHB3_09	157122	157242	+	121	30
exon_PfHB3_090008400-t41_1-E3	PfHB3_09	157450	158628	+	1179	110
exon_PfHB3_040025000-t41_1-E1	PfHB3_04	856413	856688	+	276	0
exon_PfHB3_040025000-t41_1-E2	PfHB3_04	856691	857386	+	696	3
exon_PfHB3_040025000-t41_1-E3	PfHB3_04	857389	857775	+	387	1
exon_PfHB3_120018800-t41_1-E3	PfHB3_12	581204	581336	-	133	105
exon_PfHB3_120018800-t41_1-E2	PfHB3_12	581617	581762	-	146	114
exon_PfHB3_120018800-t41_1-E1	PfHB3_12	581900	582058	-	159	70
exon_PfHB3_050013500-t41_1-E1	PfHB3_05	358689	366542	-	7854	376
exon_PfHB3_110013000:snoRNA-t41_1-E1	PfHB3_11	306976	307178	-	203	3
exon_PfHB3_070035400-t41_1-E1	PfHB3_07	1331301	1331369	+	69	0
exon_PfHB3_070035400-t41_1-E2	PfHB3_07	1331558	1332418	+	861	12
exon_PfHB3_080037200-t41_1-E1	PfHB3_08	1395524	1395601	+	78	0
exon_PfHB3_080037200-t41_1-E2	PfHB3_08	1395603	1395707	+	105	0
exon_PfHB3_080037200-t41_1-E3	PfHB3_08	1395709	1396032	+	324	1
exon_PfHB3_080037200-t41_1-E4	PfHB3_08	1396034	1396324	+	291	1
exon_PfHB3_140039900-t41_1-E2	PfHB3_14	1402794	1403164	-	371	512
exon_PfHB3_140039900-t41_1-E1	PfHB3_14	1403665	1403743	-	79	103
exon_PfHB3_140071600-t41_1-E12	PfHB3_14	2719785	2719848	-	64	0
exon_PfHB3_140071600-t41_1-E11	PfHB3_14	2719962	2719973	-	12	0
exon_PfHB3_140071600-t41_1-E10	PfHB3_14	2720097	2720148	-	52	0
exon_PfHB3_140071600-t41_1-E9	PfHB3_14	2720246	2720432	-	187	0
exon_PfHB3_140071600-t41_1-E8	PfHB3_14	2720547	2720689	-	143	0
exon_PfHB3_140071600-t41_1-E7	PfHB3_14	2720805	2720824	-	20	0
exon_PfHB3_140071600-t41_1-E6	PfHB3_14	2720939	2721001	-	63	0
exon_PfHB3_140071600-t41_1-E5	PfHB3_14	2721102	2721187	-	86	0
exon_PfHB3_140071600-t41_1-E4	PfHB3_14	2721278	2721333	-	56	0
exon_PfHB3_140071600-t41_1-E3	PfHB3_14	2721435	2721516	-	82	0
exon_PfHB3_140071600-t41_1-E2	PfHB3_14	2721599	2721662	-	64	0
exon_PfHB3_140071600-t41_1-E1	PfHB3_14	2721764	2721876	-	113	1
exon_PfHB3_110042300-t41_1-E1	PfHB3_11	1468993	1474401	+	5409	4000
exon_PfHB3_010018400-t41_1-E2	PfHB3_01	510016	510954	-	939	0
exon_PfHB3_010018400-t41_1-E1	PfHB3_01	511119	511190	-	72	0
exon_PfHB3_030013700-t41_1-E3	PfHB3_03	345671	350340	-	4670	27
exon_PfHB3_030013700-t41_1-E2	PfHB3_03	350601	350907	-	307	3
exon_PfHB3_030013700-t41_1-E1	PfHB3_03	351062	351085	-	24	1
exon_PfHB3_090035000-t41_1-E1	PfHB3_09	1181954	1186837	+	4884	8715
exon_PfHB3_080034300-t41_1-E4	PfHB3_08	1253912	1254243	-	332	46
exon_PfHB3_080034300-t41_1-E3	PfHB3_08	1254387	1254536	-	150	41
